,Unnamed: 0,Number.of.Bags,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters
348,348,250,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,2,1000.0,1000.0,1000.0
349,349,250,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.11,0,0.0,4,2136.0,2136.0,2136.0
350,350,33,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,2,1100.0,1100.0,1100.0
351,351,50,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,5,1799.0,1799.0,1799.0
352,352,1,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5,0.11,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
353,353,245,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,0,0.0,0,1850.0,1850.0,1850.0
354,354,250,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,0,1000.0,1000.0,1000.0
355,355,250,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0.1,0,2.0,5,1219.2,1219.2,1219.2
356,356,180,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0.12,0,0.0,4,1600.0,1950.0,1775.0
357,357,5,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,0,0.0,21,1400.0,1400.0,1400.0
358,358,200,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,0,0.0,8,1500.0,1500.0,1500.0
359,359,320,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,1,0.0,18,1600.0,1600.0,1600.0
360,360,275,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.0,1,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
361,361,275,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,0,1850.0,1850.0,1850.0
362,362,250,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,0,0.0,0,1400.0,1400.0,1400.0
363,363,250,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0.0,2,0.0,0,1650.0,1650.0,1650.0
364,364,275,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,0,0.0,3,1350.0,1350.0,1350.0
365,365,250,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0.0,1,0.0,1,1750.0,1750.0,1750.0
366,366,250,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,0,0.17339312406576982,2,1750.0,1750.0,1750.0
367,367,10,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0.13,0,0.0,14,1170.0,1170.0,1170.0
368,368,10,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,12,940.0,940.0,940.0
369,369,15,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0.12,0,0.0,0,1400.0,1400.0,1400.0
370,370,275,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0.1,0,0.0,5,1524.0,1524.0,1524.0
371,371,175,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,0.11,0,0.0,0,1600.0,1950.0,1775.0
372,372,250,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,0.0,3,0.0,12,1402.08,1402.08,1402.08
373,373,14,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5,0.01,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
374,374,10,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,0,1600.0,1600.0,1600.0
375,375,300,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0.0,0,2.0,1,439.0,439.0,439.0
376,376,50,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,0,0.0,3,1700.0,1700.0,1700.0
377,377,600,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,2,442.0,442.0,442.0
378,378,275,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,0.0,4,1850.0,1850.0,1850.0
379,379,1,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42,0.11,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
380,380,20,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0,0.0,1,1800.0,1800.0,1800.0
381,381,500,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,0,0.0,0,1200.0,1200.0,1200.0
382,382,275,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,0,1330.0,1330.0,1330.0
383,383,275,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,4,0.0,0,442.0,442.0,442.0
384,384,300,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,0,0.0,6,1750.7133150586112,1799.3477749323713,1775.0305449954915
385,385,39,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,0,0.0,4,1600.0,1600.0,1600.0
386,386,250,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,0,0.0,1,1813.0,1813.0,1813.0
387,387,250,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,0,0.0,1,1219.2,1219.2,1219.2
388,388,250,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0,0.0,2,1500.0,1500.0,1500.0
389,389,250,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,0,1310.64,1310.64,1310.64
390,390,13,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,0,0.0,2,1750.7133150586112,1799.3477749323713,1775.0305449954915
391,391,250,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,2,1450.0,1450.0,1450.0
392,392,250,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,1,0.0,3,1750.7133150586112,1799.3477749323713,1775.0305449954915
393,393,12,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
394,394,4,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
395,395,6,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,2,0.0,4,900.0,1200.0,1050.0
396,396,275,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,0,1.0,0,1650.0,1650.0,1650.0
397,397,130,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
398,398,275,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,1,0.0,2,1750.7133150586112,1799.3477749323713,1775.0305449954915
399,399,10,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,1,0.0,5,1227.0,1227.0,1227.0
400,400,275,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,2,1200.0,1200.0,1200.0
401,401,275,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0,0.0,1,1650.0,1650.0,1650.0
402,402,10,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,6,1700.0,1700.0,1700.0
403,403,200,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0,0.0,0,1100.0,1100.0,1100.0
404,404,250,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,3,1300.0,1300.0,1300.0
405,405,12,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,0,0.0,1,1750.7133150586112,1799.3477749323713,1775.0305449954915
406,406,250,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,3,1100.0,1300.0,1200.0
407,407,280,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,0,0.0,5,1750.7133150586112,1799.3477749323713,1775.0305449954915
408,408,2,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,4,1280.16,1280.16,1280.16
409,409,250,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,1,1000.0,1000.0,1000.0
410,410,250,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,3,1310.64,1310.64,1310.64
411,411,7,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,0,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
412,412,220,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,0,0.0,5,1880.0,1880.0,1880.0
413,413,250,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,1,1750.0,1750.0,1750.0
414,414,27,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0.01,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
415,415,25,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0.0,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
416,416,50,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,0,1600.0,1600.0,1600.0
417,417,29,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,0,1900.0,1900.0,1900.0
418,418,275,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
419,419,275,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,2.0,7,2100.0,2100.0,2100.0
420,420,150,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,0,0.0,1,1750.7133150586112,1799.3477749323713,1775.0305449954915
421,421,300,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,83.25,0.12,0,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
422,422,304,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.0,0,0.0,2,442.0,442.0,442.0
423,423,11,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,0,0.0,2,1261.0,1261.0,1261.0
424,424,10,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,0,0.0,0,1000.0,1000.0,1000.0
425,425,10,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,0,0.0,0,800.0,800.0,800.0
426,426,250,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,0,0.0,0,1483.0,1483.0,1483.0
427,427,26,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,0,0.0,1,1500.0,1500.0,1500.0
428,428,275,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,1,1750.0,1750.0,1750.0
429,429,200,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,0,0.0,6,1300.0,1300.0,1300.0
430,430,11,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,0,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
431,431,10,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,0,0.0,7,1750.7133150586112,1799.3477749323713,1775.0305449954915
432,432,54,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,0,1000.0,1000.0,1000.0
433,433,250,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,0.0,9,1310.64,1310.64,1310.64
434,434,30,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,1,1200.0,1200.0,1200.0
435,435,250,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,1,175.0,175.0,175.0
436,436,175,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,0,1600.0,1950.0,1775.0
437,437,250,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,0,0.0,0,1600.0,1800.0,1700.0
438,438,250,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,0,0.0,1,1880.0,1880.0,1880.0
439,439,250,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,0,0.0,1,1800.0,1800.0,1800.0
440,440,320,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,4,890.0,890.0,890.0
441,441,275,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,1,1901.0,1901.0,1901.0
442,442,320,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,3,168.0,168.0,168.0
443,443,200,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
444,444,1,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,0,0.0,0,1550.0,1550.0,1550.0
445,445,250,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,2,2.0,3,1500.0,1500.0,1500.0
446,446,275,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,1,1450.0,1450.0,1450.0
447,447,3,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,0,1200.0,1200.0,1200.0
448,448,3,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,3,1600.0,1600.0,1600.0
449,449,275,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0.0,0,0.0,0,1350.0,1350.0,1350.0
450,450,150,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,1,1500.0,1500.0,1500.0
451,451,100,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,0.12,0,0.0,3,1400.0,1900.0,1650.0
452,452,300,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0.0,1,1.0,500.0,250.5
453,453,1,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,0,800.0,800.0,800.0
454,454,180,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,0,0.0,6,1653.0,1653.0,1653.0
455,455,232,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0.0,0,0.0,4,1600.0,1950.0,1775.0
456,456,84,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,0,1800.0,1800.0,1800.0
457,457,1,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.11,10,0.0,3,1750.7133150586112,1799.3477749323713,1775.0305449954915
458,458,275,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,5,1450.0,1450.0,1450.0
459,459,275,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,3,1350.0,1350.0,1350.0
460,460,200,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,0.09,0,0.0,1,1524.0,1524.0,1524.0
461,461,6,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
462,462,300,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,1,1800.0,1800.0,1800.0
463,463,250,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,2,1310.64,1310.64,1310.64
464,464,45,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,2,1500.0,1500.0,1500.0
465,465,10,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.12,3,0.0,8,532.0,532.0,532.0
466,466,10,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17,0.14,0,0.0,10,1089.0,1089.0,1089.0
467,467,275,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,0.11,1,0.0,2,1600.0,1950.0,1775.0
468,468,15,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.13,0,0.0,5,700.0,700.0,700.0
469,469,250,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,0,1750.0,1750.0,1750.0
470,470,250,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,5,1380.0,1380.0,1380.0
471,471,50,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,1,1000.0,1000.0,1000.0
472,472,100,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,4,950.0,950.0,950.0
473,473,250,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17,0.0,0,0.0,10,1402.08,1402.08,1402.08
474,474,25,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,3,1000.0,1000.0,1000.0
475,475,90,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17,0.02,0,0.0,2,900.0,900.0,900.0
476,476,250,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17,0.14,0,0.0,3,1200.0,1200.0,1200.0
477,477,300,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0.0,0,1850.0,1850.0,1850.0
478,478,275,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,83.08,0.0,0,1.0,4,1799.0,1799.0,1799.0
479,479,275,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,7.17,83.08,0.0,1,2.0,5,1750.7133150586112,1799.3477749323713,1775.0305449954915
480,480,320,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,0.11,0,2.0,2,905.0,905.0,905.0
481,481,320,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08,0.0,0,0.0,3,1.0,1.0,1.0
482,482,20,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,0,0.0,0,700.0,800.0,750.0
483,483,300,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.11,0,0.0,13,1750.7133150586112,1799.3477749323713,1775.0305449954915
484,484,300,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,0.0,0,0.0,1,1200.0,1200.0,1200.0
485,485,250,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,3,1200.0,1400.0,1300.0
486,486,16,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,0.12,0,0.0,8,1750.7133150586112,1799.3477749323713,1775.0305449954915
487,487,50,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,0,0.0,0,1300.0,1300.0,1300.0
488,488,6,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
489,489,10,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,1,1400.0,1400.0,1400.0
490,490,7,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,8.08,83.08,0.0,1,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
491,491,6,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08,0.12,0,0.0,0,1750.7133150586112,1799.3477749323713,1775.0305449954915
492,492,275,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08,0.01,0,0.0,0,1600.0,1950.0,1775.0
493,493,250,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08,0.08,1,0.0,3,1880.0,1880.0,1880.0
494,494,10,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.08,0.0,0,0.0,0,1300.0,1400.0,1350.0
495,495,275,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,7.75,83.08,0.02,0,0.0,1,1750.7133150586112,1799.3477749323713,1775.0305449954915
496,496,320,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,83.0,0.0,0,0.0,4,890.0,890.0,890.0
497,497,320,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.0,0.11,0,3.0,5,894.0,894.0,894.0
498,498,320,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,2.0,3,872.0,872.0,872.0
499,499,310,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,0.12,0,0.0,6,1473.0,1473.0,1473.0
500,500,325,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,0.12,0,5.0,8,1645.0,1645.0,1645.0
501,501,25,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,4,442.0,442.0,442.0
502,502,2,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.0,0.0,0,0.0,0,1550.0,1550.0,1550.0
503,503,275,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.0,0.11,0,0.0,3,1300.0,1800.0,1550.0
504,504,200,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,2,1371.6,1371.6,1371.6
505,505,250,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.0,0.11,0,0.0,2,1500.0,1500.0,1500.0
506,506,305,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,83.0,0.0,0,0.0,0,900.0,1100.0,1000.0
507,507,10,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0,0.08,0,0.0,0,1200.0,1200.0,1200.0
508,508,300,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,0,1800.0,1800.0,1800.0
509,509,17,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.0,0.0,0,0.0,0,853.44,853.44,853.44
510,510,26,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.0,0.1,1,0.0,0,1500.0,1500.0,1500.0
511,511,250,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,0,0.0,3,1100.0,1300.0,1200.0
512,512,250,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,4,1250.0,1250.0,1250.0
513,513,120,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0,0.11,1,0.0,1,1600.0,1950.0,1775.0
514,514,250,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.0,0.0,0,0.0,0,1750.0,1750.0,1750.0
515,515,250,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.0,0.11,0,0.0,1,1000.0,1000.0,1000.0
516,516,250,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.0,0,0.0,2,1000.0,1000.0,1000.0
517,517,275,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.0,0.11,1,0.0,2,1600.0,1950.0,1775.0
518,518,15,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,20,750.0,750.0,750.0
519,519,20,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.0,0.11,0,0.0,7,1200.0,1200.0,1200.0
520,520,250,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.0,0.11,5,0.0,8,1200.0,1200.0,1200.0
521,521,250,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,7.5,83.0,0.0,1,0.0,4,1750.7133150586112,1799.3477749323713,1775.0305449954915
522,522,250,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.0,0.0,0,0.0,4,1500.0,1750.0,1625.0
